iords,mass,x,y,z,vx,vy,vz,rho,temp,metals
34448,212084.13,-184.38,140.53,95.77,115.51,-50.25,-68.18,2.59,4.59,-6.35
41705,212084.16,-178.87,128.33,119.16,114.08,-50.95,-68.15,2.60,4.74,-6.75
45255,212084.13,-169.91,138.86,126.76,115.34,-53.57,-57.43,2.63,4.78,-6.70
47505,158884.05,2.15,-4.63,-0.73,245.71,81.15,-53.19,6.91,6.46,-1.38
51835,212084.13,-192.48,117.59,113.89,111.72,-48.67,-64.16,2.54,4.66,-5.47
54801,154328.90,-2.30,4.25,-0.30,-218.78,-66.63,-25.67,7.96,4.01,-1.46
74188,188010.69,-4.68,6.16,1.88,-231.81,-94.67,17.86,6.78,5.51,-1.55
74240,213524.09,5.49,11.13,-4.43,-90.02,29.14,17.03,5.31,6.05,-2.25
77366,212979.63,23.53,-39.71,87.98,50.18,59.94,-53.28,5.22,4.01,-2.47
80989,214269.06,-5.44,-3.42,-5.50,66.03,-89.98,22.70,5.60,6.25,-2.09
85648,126290.40,-4.44,5.56,-1.08,-166.47,-69.73,-11.89,7.06,4.07,-1.48
90060,212084.13,-169.72,146.98,109.51,101.47,-64.10,-57.61,2.75,4.74,-5.13
97037,133265.60,-4.95,0.05,0.41,82.87,-216.75,15.04,7.71,5.88,-1.43
101076,233533.05,6.80,-2.56,-0.21,82.91,237.30,21.01,8.27,4.30,-1.50
101237,216696.57,7.28,-1.91,-0.30,116.08,230.32,40.00,7.50,4.04,-1.60
106049,212084.13,-175.12,130.68,130.42,112.09,-54.11,-60.56,2.60,4.65,-7.31
108802,96958.14,-4.47,-3.83,0.68,159.32,-128.35,-48.61,7.41,4.03,-1.46
108981,173858.01,11.41,-0.85,5.92,-96.55,83.03,-270.84,5.53,6.09,-2.31
113422,213727.20,5.14,-16.86,-2.00,88.71,50.45,49.90,5.25,5.97,-2.20
113904,116131.84,0.81,-3.98,1.09,177.50,20.06,69.47,6.87,4.10,-1.32
117137,212741.72,20.05,-30.26,51.26,49.34,46.81,-86.65,4.42,5.35,-2.45
120058,213054.54,16.25,0.15,-2.11,-21.41,127.64,-6.40,5.28,6.01,-2.31
135490,212872.25,19.65,-35.51,52.59,46.86,80.33,-77.56,4.72,5.47,-2.50
142541,172989.71,22.17,-39.29,93.66,36.21,41.42,-56.34,5.01,4.06,-2.54
147503,214788.25,-0.83,14.85,-1.89,-117.85,6.26,-8.69,5.33,5.96,-2.30
149345,142920.90,2.59,-5.97,0.34,240.88,106.83,3.40,8.16,3.97,-1.51
153167,212803.01,28.63,-27.24,75.34,32.54,51.54,-70.17,5.05,4.05,-2.50
156958,67356.94,3.62,-7.45,1.63,167.99,44.99,-24.28,5.75,6.28,-1.52
159888,99127.43,4.37,9.14,0.48,-134.81,71.87,-54.26,5.83,5.60,-1.69
160277,175491.82,6.55,-1.93,-0.30,85.53,261.99,31.60,7.92,4.00,-1.51
161475,90156.27,-4.83,-0.81,1.68,30.97,-92.47,-74.64,6.34,6.04,-1.46
165355,126043.04,1.92,4.43,0.31,-229.16,72.37,10.36,7.92,4.02,-1.53
167810,238810.96,1.76,-6.79,-0.58,247.09,66.10,5.88,7.51,4.04,-1.55
172510,213509.46,3.00,-7.61,1.36,127.72,135.46,-53.81,7.27,4.04,-1.63
173499,70829.92,0.71,-5.79,-0.91,243.63,-20.35,-13.87,6.90,5.34,-1.45
181914,86166.24,-3.28,1.45,-1.60,-76.11,-129.37,-2.56,6.15,5.99,-1.34
185103,213346.90,2.89,12.95,0.66,-127.53,56.17,-7.88,5.45,5.95,-2.25
185747,165573.70,1.59,-4.53,0.33,283.60,45.22,-19.23,8.19,4.01,-1.45
187870,189631.27,-4.35,5.41,-0.70,-166.55,-107.57,22.41,7.39,4.06,-1.49
203283,213504.96,-5.78,5.54,-4.82,-100.56,-67.65,8.80,5.60,6.13,-2.13
205844,223649.46,23.89,-20.12,54.88,12.06,71.93,-101.80,5.24,4.02,-2.46
206663,146007.82,-2.60,4.73,0.53,-239.77,-147.23,81.86,6.88,6.55,-1.46
206713,205777.23,3.85,-5.22,-0.97,207.31,139.90,-24.23,7.28,4.04,-1.46
213958,164910.62,11.75,8.03,-6.07,-66.03,85.41,28.11,5.21,5.92,-2.23
214367,213040.19,26.57,-31.50,59.10,33.04,58.38,-77.85,4.35,4.28,-2.51
216185,217464.66,5.34,3.04,-0.30,-102.48,218.78,-16.47,7.65,4.02,-1.61
216540,70346.71,-4.60,8.43,0.16,-216.05,-9.26,-0.09,6.75,4.06,-1.52
216642,143012.75,-1.66,-2.95,2.54,157.91,-92.94,-9.06,5.95,6.22,-1.37
217287,151464.29,-4.38,-2.92,-0.33,138.76,-160.68,57.36,7.91,4.00,-1.46
217392,149708.17,-6.40,-4.12,0.55,132.51,-126.23,-33.44,6.73,4.09,-1.70
220592,218313.82,-2.08,-5.09,0.05,241.81,-63.97,-11.33,7.59,5.66,-1.48
224714,133164.85,-6.60,-10.55,1.33,114.55,-38.69,16.05,5.55,6.01,-2.02
228220,147909.93,4.70,-0.91,2.50,27.48,220.35,-33.79,6.10,6.10,-1.48
228275,153244.22,-0.36,-5.12,-0.28,250.59,-22.20,22.35,8.05,4.02,-1.46
228674,213350.44,-10.13,7.10,-8.72,-35.42,-81.59,13.34,5.27,6.07,-2.16
229051,155031.95,0.64,5.24,0.04,-253.74,69.48,3.05,7.75,4.02,-1.55
230103,79285.11,1.88,-10.04,-2.52,163.56,50.74,51.08,5.71,6.15,-1.75
232137,129499.59,6.30,-2.14,-0.09,134.62,166.75,3.94,7.31,5.89,-1.44
233975,192400.40,9.73,3.18,0.28,-25.04,159.63,14.97,5.72,6.26,-1.67
236153,216959.43,-6.00,-7.36,-1.97,124.44,-84.17,12.58,5.79,5.85,-2.02
236868,116245.49,3.00,-5.69,0.01,226.56,161.12,5.23,8.23,4.01,-1.56
238861,145517.41,-7.07,5.04,0.05,-126.13,-144.98,-6.74,7.33,4.06,-1.49
250211,104251.16,-2.16,5.56,2.64,-234.20,-75.94,-9.87,6.21,5.67,-1.46
257370,212984.77,3.10,13.69,-8.60,-112.50,11.74,7.91,5.24,5.94,-2.23
279520,214009.92,5.93,-0.00,6.19,0.28,165.07,-13.74,5.67,6.00,-1.76
281037,212716.06,-0.46,9.49,4.41,-129.37,41.50,-6.63,5.58,5.97,-2.06
282626,114058.89,6.90,5.18,1.74,-74.52,173.07,26.76,5.66,6.38,-1.61
285610,147403.11,-1.08,-3.80,1.99,167.36,-51.64,34.16,6.02,6.55,-1.37
286193,213605.26,-9.63,2.34,4.64,-16.97,-94.09,-9.21,5.59,6.00,-1.90
288118,132233.64,-0.90,5.68,-0.76,-233.79,-4.70,19.45,7.15,5.72,-1.49
288697,217387.76,-1.53,5.65,-1.21,-206.45,-83.49,-5.94,7.57,4.01,-1.52
290217,174373.88,0.53,13.01,3.54,-93.41,44.39,8.06,5.52,5.85,-1.98
291454,136685.11,7.06,-3.13,-0.18,128.50,184.13,-4.72,7.24,5.81,-1.55
291763,127161.47,4.14,-14.30,2.32,90.56,56.77,52.58,5.39,6.04,-2.08
292434,230520.65,-13.11,-0.36,-0.64,26.51,-82.78,17.19,5.43,5.96,-2.08
293455,100622.18,1.64,7.82,-0.78,-233.99,42.57,-24.90,7.09,4.06,-1.60
296807,185274.51,5.74,-5.36,0.99,129.03,171.61,-45.06,7.38,4.05,-1.50
297532,178781.37,-6.18,3.97,1.29,-127.50,-152.24,-42.91,7.19,4.08,-1.54
299206,179045.51,-2.89,-7.21,2.15,132.91,-112.85,0.65,6.04,6.00,-1.43
306041,219670.95,-4.21,-2.87,1.00,157.64,-168.23,-10.13,7.22,4.04,-1.46
306586,117506.98,9.40,-3.15,-0.34,44.06,148.28,-1.95,6.02,5.80,-1.58
307226,85149.20,-6.06,-2.11,-0.99,55.68,-213.64,14.59,7.28,4.05,-1.47
307250,135012.27,7.91,-2.37,-5.79,50.79,102.66,1.25,5.49,5.98,-1.40
309805,144056.12,6.79,-2.42,-2.99,95.69,136.72,14.54,6.32,6.10,-1.54
310806,213030.81,24.31,-26.18,70.01,22.94,56.12,-89.38,5.12,4.04,-2.55
311818,137654.67,-0.99,-7.65,2.15,205.49,-29.44,30.05,6.23,5.92,-1.62
312048,86759.22,1.48,5.36,-2.88,-99.63,78.18,-16.01,5.88,5.99,-1.42
313034,118441.10,2.96,-7.31,-0.30,204.95,122.36,16.45,7.75,4.29,-1.55
319697,214505.70,31.83,-42.17,73.75,22.45,62.62,-66.56,4.81,4.09,-2.46
320527,154430.91,-0.97,13.66,-4.45,-123.34,-12.91,17.58,5.26,6.00,-2.31
323045,74898.73,-3.20,-6.78,1.31,156.79,-83.55,-73.69,6.24,5.94,-1.47
323189,95689.32,3.22,1.89,0.61,-123.81,196.36,-90.48,7.01,5.85,-1.33
326955,112248.45,21.58,-37.05,87.39,14.81,15.02,-90.37,4.38,5.04,-2.45
327302,78719.91,-2.60,4.78,0.05,-284.11,-45.44,24.74,7.92,4.03,-1.41
335000,212849.40,5.27,-13.93,0.48,114.67,78.80,39.64,5.40,5.97,-2.18
357379,212887.70,4.65,10.07,-4.64,-102.44,38.21,34.91,5.34,6.14,-2.29
363821,160399.31,-3.00,8.92,0.52,-170.98,-39.55,-10.87,7.28,4.03,-1.52
364092,160477.47,7.42,-6.80,-6.50,62.90,38.13,37.49,5.37,6.12,-1.50
366458,214381.58,1.79,10.65,3.78,-133.48,45.07,-3.68,5.73,5.81,-2.15
367857,149496.87,5.29,1.86,0.25,-70.12,254.83,14.31,7.93,4.03,-1.49
370301,175287.66,-8.44,-8.22,-1.73,95.04,-97.48,29.98,5.55,6.09,-2.10
370408,81854.77,-1.45,7.47,-0.36,-205.68,-44.06,12.50,7.53,4.02,-1.53
370425,131823.33,-4.25,8.96,-0.17,-211.36,-49.50,-17.19,6.79,4.06,-1.50
371593,116915.64,4.48,-3.96,-0.04,180.79,153.30,43.11,7.49,4.13,-1.38
372648,212971.00,-5.61,-10.04,-1.35,115.94,-47.12,26.86,5.62,6.09,-2.17
375544,109768.18,-6.14,-0.88,-0.17,118.13,-218.84,21.69,7.36,4.05,-1.60
377014,215021.12,10.45,-6.32,2.22,75.21,121.08,42.72,5.61,6.09,-2.19
382400,161573.65,-6.82,-1.41,-0.06,123.84,-176.20,26.67,6.97,4.07,-1.54
382518,167906.57,-5.54,11.15,-7.03,-111.17,-68.47,3.27,5.36,6.01,-2.20
383950,77088.90,5.59,-9.07,-2.36,139.27,84.47,40.72,5.69,5.99,-1.57
386451,163712.15,14.49,14.82,-0.37,-67.62,72.09,-53.75,5.05,4.15,-2.22
388965,104939.89,30.96,-42.46,77.75,27.20,63.85,-65.07,4.68,4.13,-2.46
392093,93160.87,5.53,-6.80,-0.13,308.63,71.70,105.61,6.36,6.08,-1.48
